bench,Z3-time (ms),Z3-calls,Z3-error,ASTR-time (ms),ASTR-calls,ASTR-error,SPF-error,spf-z3-cputime (s),spf-z3-walltime (s),z3-status,spf-astr-cputime (s),spf-astr-walltime (s),astr-status,astr-log,z3-log,benchmark
DSelectColumnsParser,351,29,1,0,1,1,0,2.58,1.25,unknown,1.72,0.74,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.DSelectColumnsParser.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.DSelectColumnsParser.yml.log,sv-benchmarks/java/argv/ebean/ebean-core.src.main.java.io.ebeaninternal.server.util/DSelectColumnsParser/Main.java
DailyRotateLogStore,34,2,0,22,2,0,2,1.73,0.73,false,1.88,0.76,false,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.DailyRotateLogStore.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.DailyRotateLogStore.yml.log,sv-benchmarks/java/argv/dble/src.main.java.com.actiontech.dble.log/DailyRotateLogStore/Main.java
DataFilePaths,71,4,0,70,4,0,0,1.77,0.74,true,1.92,0.79,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.DataFilePaths.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.DataFilePaths.yml.log,sv-benchmarks/java/argv/CoreNLP/src.edu.stanford.nlp.util/DataFilePaths/Main.java
DatabaseUrlReplacer,1127,9,0,276,9,0,0,2.75,1.81,unknown,2.75,1.09,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.DatabaseUrlReplacer.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.DatabaseUrlReplacer.yml.log,sv-benchmarks/java/argv/datavines/datavines-engine.datavines-engine-plugins.datavines-engine-flink.datavines-engine-flink-connector-jdbc.src.main.java.io.datavines.engine.flink.jdbc.utils/DatabaseUrlReplacer/Main.java
DbleHintParser,661,23,0,0,1,1,0,2.35,1.43,false,1.69,0.75,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.DbleHintParser.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.DbleHintParser.yml.log,sv-benchmarks/java/argv/dble/src.main.java.com.actiontech.dble.route.parser/DbleHintParser/Main.java
DescriptorUtils,0,1,1,0,1,1,0,1.51,0.7,unknown,1.61,0.7,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.DescriptorUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.DescriptorUtils.yml.log,sv-benchmarks/java/argv/jar-analyzer/src.main.java.me.n1ar4.jar.analyzer.analyze.frame/DescriptorUtils/Main.java
Deserializer,29318,44,0,0,1,0,1,33.1,31.53,false,2.15,0.83,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Deserializer.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Deserializer.yml.log,sv-benchmarks/java/argv/dble/src.main.java.com.actiontech.dble.backend.mysql.xa/Deserializer/Main.java
DesyncBox,62,3,0,188,3,0,1,1.78,0.78,false,2.4,0.93,false,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.DesyncBox.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.DesyncBox.yml.log,sv-benchmarks/java/argv/http-request-smuggler/src.burp/DesyncBox/Main.java
DialogueOverlay,156,15,0,18,2,1,0,1.85,0.85,unknown,1.61,0.71,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.DialogueOverlay.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.DialogueOverlay.yml.log,sv-benchmarks/java/argv/delverengine/core.src.main.java.com.interrupt.dungeoneer.overlays/DialogueOverlay/Main.java
DirectObjectLessonIT,114,12,0,5879,11,0,0,60.45,59.49,TIMEOUT,22.07,10.92,OUT OF MEMORY,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.DirectObjectLessonIT.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.DirectObjectLessonIT.yml.log,sv-benchmarks/java/argv/SecurityShepherd/src.it.java.servlets.module.lesson/DirectObjectLessonIT/Main.java
DocumentUtils,0,1,1,0,1,1,0,1.59,0.67,unknown,1.79,0.77,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.DocumentUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.DocumentUtils.yml.log,sv-benchmarks/java/argv/document-management-system/src.main.java.com.openkm.util/DocumentUtils/Main.java
DolphinSchedulerTokenManager_1_X,47,2,0,23,2,0,0,1.78,0.74,true,1.86,0.78,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.DolphinSchedulerTokenManager_1_X.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.DolphinSchedulerTokenManager_1_X.yml.log,sv-benchmarks/java/argv/DataSphereStudio/dss-appconn.appconns.dss-dolphinscheduler-appconn.src.main.java.com.webank.wedatasphere.dss.appconn.dolphinscheduler.sso/DolphinSchedulerTokenManager_1_X/Main.java
DomStringUtil,37,4,1,0,1,1,1,1.62,0.72,unknown,1.65,0.71,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.DomStringUtil.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.DomStringUtil.yml.log,sv-benchmarks/java/argv/freemarker/freemarker-core.src.main.java.freemarker.ext.dom/DomStringUtil/Main.java
DomXPathNamespaceResolver,47,3,0,30,3,0,1,1.71,0.73,unknown,1.73,0.76,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.DomXPathNamespaceResolver.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.DomXPathNamespaceResolver.yml.log,sv-benchmarks/java/argv/camunda-bpm-platform/spin.dataformat-xml-dom.src.main.java.org.camunda.spin.impl.xml.dom.query/DomXPathNamespaceResolver/Main.java
DorisDelimiterParser,63,1,0,19,1,0,1,2.22,1.25,unknown,1.75,0.78,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.DorisDelimiterParser.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.DorisDelimiterParser.yml.log,sv-benchmarks/java/argv/streampark/streampark-flink.streampark-flink-connector.streampark-flink-connector-doris.src.main.java.org.apache.streampark.flink.connector.doris.util/DorisDelimiterParser/Main.java
DrillAssert,40882,4608,0,0,1,2,1,60.91,56.74,TIMEOUT,1.7,0.75,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.DrillAssert.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.DrillAssert.yml.log,sv-benchmarks/java/argv/drill/common.src.test.java.org.apache.drill.test/DrillAssert/Main.java
DruidPlugin,467,13,0,77,5,1,0,2.33,1.2,false,2.08,0.82,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.DruidPlugin.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.DruidPlugin.yml.log,sv-benchmarks/java/argv/jfinal/src.main.java.com.jfinal.plugin.druid/DruidPlugin/Main.java
DtsHelper,25,1,1,27,1,1,0,1.5,0.67,unknown,1.76,0.73,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.DtsHelper.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.DtsHelper.yml.log,sv-benchmarks/java/argv/KonaBess/app.src.main.java.xzr.konabess.utils/DtsHelper/Main.java
DumpMetrics,30,1,1,26,1,1,0,1.57,0.68,unknown,1.72,0.72,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.DumpMetrics.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.DumpMetrics.yml.log,sv-benchmarks/java/argv/ebean/ebean-core.src.main.java.io.ebeaninternal.server.core/DumpMetrics/Main.java
ElideStandaloneExportTest,256,24,0,316,24,0,0,2.21,0.94,true,3.0,1.1,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ElideStandaloneExportTest.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ElideStandaloneExportTest.yml.log,sv-benchmarks/java/argv/elide/elide-standalone.src.test.java.example/ElideStandaloneExportTest/Main.java
EmbeddingExtractor,117,10,1,130,10,1,0,1.77,0.78,unknown,2.22,0.89,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.EmbeddingExtractor.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.EmbeddingExtractor.yml.log,sv-benchmarks/java/argv/CoreNLP/src.edu.stanford.nlp.coref.neural/EmbeddingExtractor/Main.java
Emitter,74,8,0,0,1,1,0,1.93,0.81,unknown,1.55,0.69,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Emitter.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Emitter.yml.log,sv-benchmarks/java/argv/jar-analyzer/src.main.java.com.github.rjeschke.txtmark/Emitter/Main.java
EmojiManager,132,14,0,19,3,1,0,2.11,0.88,true,1.77,0.74,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.EmojiManager.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.EmojiManager.yml.log,sv-benchmarks/java/argv/emoji-java/src.main.java.com.vdurmont.emoji/EmojiManager/Main.java
EnableScoreboardIT,180,14,1,12036,6,0,0,2.2,0.94,unknown,27.6,13.62,OUT OF MEMORY,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.EnableScoreboardIT.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.EnableScoreboardIT.yml.log,sv-benchmarks/java/argv/SecurityShepherd/src.it.java.servlets.admin.config/EnableScoreboardIT/Main.java
EntitiesToUnicode,40,2,1,23,2,1,0,1.74,0.75,unknown,1.72,0.72,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.EntitiesToUnicode.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.EntitiesToUnicode.yml.log,sv-benchmarks/java/argv/OpenPDF/openpdf-core.src.main.java.org.openpdf.text.xml.simpleparser/EntitiesToUnicode/Main.java
EqlAdapter,257,28,0,18,3,1,0,2.2,1.03,true,1.75,0.75,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.EqlAdapter.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.EqlAdapter.yml.log,sv-benchmarks/java/argv/ebean/ebean-core.src.main.java.io.ebeaninternal.server.grammer/EqlAdapter/Main.java
EscapeUtils,0,1,1,0,1,2,1,1.7,0.74,unknown,1.93,0.84,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.EscapeUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.EscapeUtils.yml.log,sv-benchmarks/java/argv/DevUtils/lib.DevApp.src.main.java.dev.utils.common.encrypt/EscapeUtils/Main.java
EscapeUtils_1,0,1,1,0,1,2,1,1.62,0.71,unknown,1.86,0.8,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.EscapeUtils_1.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.EscapeUtils_1.yml.log,sv-benchmarks/java/argv/DevUtils/lib.DevJava.src.main.java.dev.utils.common.encrypt/EscapeUtils_1/Main.java
ExtendedScrollTable,40,2,0,0,1,1,0,1.85,0.77,false,1.73,0.75,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ExtendedScrollTable.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ExtendedScrollTable.yml.log,sv-benchmarks/java/argv/document-management-system/src.main.java.com.openkm.frontend.client.widget.filebrowser/ExtendedScrollTable/Main.java
ExtensibilityTest,186,14,0,204,14,0,0,2.16,0.91,true,2.55,0.99,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ExtensibilityTest.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ExtensibilityTest.yml.log,sv-benchmarks/java/argv/hippo4j/infra.common.src.test.java.cn.hippo4j.common.toolkit/ExtensibilityTest/Main.java
ExternalProcessOutputParser,53,2,0,16,2,0,0,1.79,0.77,false,1.84,0.77,false,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ExternalProcessOutputParser.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ExternalProcessOutputParser.yml.log,sv-benchmarks/java/argv/Arduino/arduino-core.src.cc.arduino.i18n/ExternalProcessOutputParser/Main.java
ExtractIE,5684,8,0,0,1,1,0,8.32,6.64,true,2.31,0.89,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ExtractIE.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ExtractIE.yml.log,sv-benchmarks/java/argv/autopsy/RecentActivity.src.org.sleuthkit.autopsy.recentactivity/ExtractIE/Main.java
ExtractorVerbalVBNZero,70,6,0,37,6,0,0,1.76,0.75,true,1.83,0.77,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ExtractorVerbalVBNZero.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ExtractorVerbalVBNZero.yml.log,sv-benchmarks/java/argv/CoreNLP/src.edu.stanford.nlp.tagger.maxent/ExtractorVerbalVBNZero/Main.java
FFmpegParser,30,2,0,57,2,0,0,27.7,26.8,OUT OF MEMORY,1.86,0.78,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.FFmpegParser.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.FFmpegParser.yml.log,sv-benchmarks/java/argv/BilibiliDown/src.nicelee.bilibili.parsers.impl/FFmpegParser/Main.java
FLVDownloader,68,5,0,37,3,1,0,1.87,0.8,false,1.9,0.84,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.FLVDownloader.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.FLVDownloader.yml.log,sv-benchmarks/java/argv/BilibiliDown/src.nicelee.bilibili.downloaders.impl/FLVDownloader/Main.java
FSFunction,50,2,0,24,2,0,0,1.62,0.71,true,1.72,0.72,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.FSFunction.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.FSFunction.yml.log,sv-benchmarks/java/argv/OpenPDF/openpdf-html.src.main.java.org.openpdf.css.parser/FSFunction/Main.java
FeedUtils,40,2,1,30,2,1,0,2.35,0.9,unknown,2.39,0.91,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.FeedUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.FeedUtils.yml.log,sv-benchmarks/java/argv/libretorrent/app.src.main.java.com.ernieyu.feedparser/FeedUtils/Main.java
FieldMetadata,25,1,1,17,1,1,0,1.57,0.68,unknown,1.65,0.72,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.FieldMetadata.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.FieldMetadata.yml.log,sv-benchmarks/java/argv/brooklin/datastream-common.src.main.java.com.linkedin.datastream.avrogenerator/FieldMetadata/Main.java
FileLogger,282,29,0,0,1,1,1,2.72,1.21,unknown,2.46,0.95,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.FileLogger.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.FileLogger.yml.log,sv-benchmarks/java/argv/document-management-system/src.main.java.com.openkm.util/FileLogger/Main.java
FileUtils,40,2,0,28,2,0,5,1.77,0.74,false,1.89,0.78,false,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.FileUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.FileUtils.yml.log,sv-benchmarks/java/argv/Sermant/sermant-agentcore.sermant-agentcore-core.src.main.java.io.sermant.core.utils/FileUtils/Main.java
FileUtils,40,2,0,28,2,0,5,1.77,0.74,false,1.88,0.86,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.FileUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.FileUtils.yml.log,sv-benchmarks/java/argv/Sermant/sermant-agentcore.sermant-agentcore-core.src.main.java.io.sermant.core.utils/FileUtils/Main.java
FileUtils,40,2,0,28,2,0,5,3.56,2.31,unknown,1.89,0.78,false,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.FileUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.FileUtils.yml.log,sv-benchmarks/java/argv/Sermant/sermant-agentcore.sermant-agentcore-core.src.main.java.io.sermant.core.utils/FileUtils/Main.java
FileUtils,40,2,0,28,2,0,5,3.56,2.31,unknown,1.88,0.86,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.FileUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.FileUtils.yml.log,sv-benchmarks/java/argv/Sermant/sermant-agentcore.sermant-agentcore-core.src.main.java.io.sermant.core.utils/FileUtils/Main.java
Firefox,56561,95,0,0,1,1,0,60.58,58.74,TIMEOUT,2.12,0.83,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.Firefox.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.Firefox.yml.log,sv-benchmarks/java/argv/autopsy/RecentActivity.src.org.sleuthkit.autopsy.recentactivity/Firefox/Main.java
FlowClassUtils,0,1,1,0,1,1,0,1.71,0.73,unknown,1.66,0.72,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.FlowClassUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.FlowClassUtils.yml.log,sv-benchmarks/java/argv/compileflow/compileflow-core.src.main.java.com.alibaba.compileflow.engine.core.builder.generator.util/FlowClassUtils/Main.java
FolderTree,45,4,1,18,2,1,1,1.66,0.71,unknown,1.78,0.73,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.FolderTree.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.FolderTree.yml.log,sv-benchmarks/java/argv/document-management-system/src.main.java.com.openkm.frontend.client.widget.foldertree/FolderTree/Main.java
FontUtil,271,5,1,114,4,1,0,2.2,1.04,unknown,2.1,0.85,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.FontUtil.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.FontUtil.yml.log,sv-benchmarks/java/argv/OpenPDF/openpdf-html.src.main.java.org.openpdf.util/FontUtil/Main.java
FreeMarkerScriptEngineFactory,85,7,0,254,7,0,0,1.88,0.78,false,2.58,1.01,false,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.FreeMarkerScriptEngineFactory.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.FreeMarkerScriptEngineFactory.yml.log,sv-benchmarks/java/argv/camunda-bpm-platform/freemarker-template-engine.src.main.java.org.camunda.templateengines/FreeMarkerScriptEngineFactory/Main.java
GeneralClusterLogic,62,4,0,25,3,1,0,1.63,0.74,true,1.66,0.71,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.GeneralClusterLogic.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.GeneralClusterLogic.yml.log,sv-benchmarks/java/argv/dble/src.main.java.com.actiontech.dble.cluster.logic/GeneralClusterLogic/Main.java
GenericType,23,2,0,0,1,1,1,1.75,0.71,unknown,1.76,0.74,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.GenericType.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.GenericType.yml.log,sv-benchmarks/java/argv/jar-analyzer/src.main.java.org.jetbrains.java.decompiler.struct.gen.generics/GenericType/Main.java
GoogleCloudExtensionModule,36,2,0,28,2,0,0,1.61,0.71,false,1.73,0.74,false,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.GoogleCloudExtensionModule.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.GoogleCloudExtensionModule.yml.log,sv-benchmarks/java/argv/data-transfer-project/extensions.cloud.portability-cloud-google.src.main.java.org.datatransferproject.cloud.google/GoogleCloudExtensionModule/Main.java
GraphqlController,80,8,0,0,1,1,0,1.73,0.75,true,1.73,0.75,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.GraphqlController.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.GraphqlController.yml.log,sv-benchmarks/java/argv/elide/elide-spring.elide-spring-boot-autoconfigure.src.main.java.com.yahoo.elide.spring.controllers/GraphqlController/Main.java
GrayscaleRocketmqTest,328,34,0,29,3,1,0,2.86,1.23,true,2.15,0.86,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.GrayscaleRocketmqTest.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.GrayscaleRocketmqTest.yml.log,sv-benchmarks/java/argv/Sermant/sermant-integration-tests.mq-grayscale-rocketmq-test.grayscale-rocketmq-integration-test.src.test.java.io.sermant.demo.grayscale.rocketmq.integration/GrayscaleRocketmqTest/Main.java
HTMLEditorUtils,221,24,0,302,24,0,0,1.9,0.88,true,2.9,1.07,true,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.HTMLEditorUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.HTMLEditorUtils.yml.log,sv-benchmarks/java/argv/document-management-system/src.main.java.com.openkm.extension.frontend.client.widget.htmleditor/HTMLEditorUtils/Main.java
HTMLParser,43,4,1,0,1,1,1,1.67,0.72,unknown,1.71,0.72,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.HTMLParser.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.HTMLParser.yml.log,sv-benchmarks/java/argv/document-management-system/src.main.java.com.openkm.extractor/HTMLParser/Main.java
HintMasterDBHandler,25,1,1,20,1,1,0,1.55,0.66,unknown,1.66,0.72,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.HintMasterDBHandler.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.HintMasterDBHandler.yml.log,sv-benchmarks/java/argv/dble/src.main.java.com.actiontech.dble.route.handler/HintMasterDBHandler/Main.java
HiveSqlDialect,135,10,0,544,4,1,0,1.82,0.8,true,3.06,1.27,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.HiveSqlDialect.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.HiveSqlDialect.yml.log,sv-benchmarks/java/argv/datavines/datavines-engine.datavines-engine-plugins.datavines-engine-spark.datavines-engine-spark-api.src.main.java.io.datavines.engine.spark.api.dialect/HiveSqlDialect/Main.java
HostFragmentManualConfiguration,31,2,0,0,1,1,0,1.72,0.75,unknown,1.78,0.76,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.HostFragmentManualConfiguration.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.HostFragmentManualConfiguration.yml.log,sv-benchmarks/java/argv/Kore/app.src.main.java.org.xbmc.kore.ui.sections.hosts/HostFragmentManualConfiguration/Main.java
HtmlEncoder,0,1,1,0,1,2,1,1.65,0.7,unknown,1.8,0.75,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.HtmlEncoder.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.HtmlEncoder.yml.log,sv-benchmarks/java/argv/OpenPDF/openpdf-core.src.main.java.org.openpdf.text.html/HtmlEncoder/Main.java
HtpasswdFileUserAuthenticator,98,5,0,86,5,0,1,1.83,0.79,unknown,2.11,0.84,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.HtpasswdFileUserAuthenticator.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.HtpasswdFileUserAuthenticator.yml.log,sv-benchmarks/java/argv/drill/exec.java-exec.src.main.java.org.apache.drill.exec.rpc.user.security/HtpasswdFileUserAuthenticator/Main.java
HttpGetFileTask,0,1,1,0,1,1,0,1.66,0.72,unknown,1.79,0.75,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.HttpGetFileTask.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.HttpGetFileTask.yml.log,sv-benchmarks/java/argv/Nullgram/TMessagesProj.src.main.java.org.telegram.ui.web/HttpGetFileTask/Main.java
HttpRequest,91,10,1,0,1,1,0,1.76,0.8,unknown,1.79,0.73,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.HttpRequest.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.HttpRequest.yml.log,sv-benchmarks/java/argv/http-kit/src.java.org.httpkit.server/HttpRequest/Main.java
HttpRouter,55,4,0,29,4,0,5,1.71,0.72,false,1.68,0.71,false,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.HttpRouter.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.HttpRouter.yml.log,sv-benchmarks/java/argv/Sermant/sermant-agentcore.sermant-agentcore-implement.src.main.java.io.sermant.implement.service.httpserver.common/HttpRouter/Main.java
HttpServerHandler,73,6,0,18,3,1,0,1.71,0.74,true,1.59,0.7,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.HttpServerHandler.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.HttpServerHandler.yml.log,sv-benchmarks/java/argv/glowroot/ui.src.main.java.org.glowroot.ui/HttpServerHandler/Main.java
HttpdUtils,26,1,1,22,1,1,0,1.54,0.7,unknown,1.69,0.74,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.HttpdUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.HttpdUtils.yml.log,sv-benchmarks/java/argv/drill/contrib.format-httpd.src.main.java.org.apache.drill.exec.store.httpd/HttpdUtils/Main.java
HyphenationTree,0,1,0,0,1,0,1,1.71,0.74,unknown,1.79,0.75,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.HyphenationTree.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.HyphenationTree.yml.log,sv-benchmarks/java/argv/OpenPDF/openpdf-core.src.main.java.org.openpdf.text.pdf.hyphenation/HyphenationTree/Main.java
IdentifiersRegister,25,1,0,18,1,0,0,1.6,0.69,unknown,1.67,0.7,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.IdentifiersRegister.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.IdentifiersRegister.yml.log,sv-benchmarks/java/argv/java/structurizr-dsl.src.main.java.com.structurizr.dsl/IdentifiersRegister/Main.java
ImageHelper,0,1,0,180,2,1,0,60.42,59.74,TIMEOUT,2.61,1.0,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ImageHelper.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ImageHelper.yml.log,sv-benchmarks/java/argv/diboot/diboot-file-starter.src.main.java.com.diboot.file.util/ImageHelper/Main.java
ImageKit,44,2,0,22,2,0,5,2.19,0.84,false,2.22,0.87,false,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ImageKit.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ImageKit.yml.log,sv-benchmarks/java/argv/jfinal/src.main.java.com.jfinal.kit/ImageKit/Main.java
ImageMapUtils,218,25,1,0,1,1,1,2.0,0.95,unknown,1.74,0.74,unknown,results-verified/astr/logfiles/SV-COMP26_no-runtime-exception.ImageMapUtils.yml.log,results-verified/z3/logfiles/SV-COMP26_no-runtime-exception.ImageMapUtils.yml.log,sv-benchmarks/java/argv/jfreechart/src.main.java.org.jfree.chart.imagemap/ImageMapUtils/Main.java
